SquareFeet,Bedrooms,Bathrooms,Neighborhood_Category,YearBuilt,Price
0.57,1,0,0.5,0.69,235009.5775
0.28,1,0,0.5,0.96,166047.6906
0.81,0.67,0,0,0.76,258771.5962
0.24,0,1,0,0.93,96385.91828
0.63,1,0,0.5,0.27,246585.67
0.95,1,0,1,0.77,304455.9919
0.45,0.33,0.5,0,0.2,171955.1048
0.65,0.33,1,1,0.82,175119.2094
0.61,0,0.5,1,0.79,273977.796
0.35,1,0,0.5,0.42,133660.821
0.74,1,0,1,0.96,276587.1871
0.29,0,0.5,0.5,0.18,199265.5522
0.39,1,1,1,0.3,133679.2662
0.43,0.67,1,0,0.65,187289.1844
0.12,0.67,0.5,0.5,0.58,195380.2522
0.99,0,0,0.5,0.99,290467.5266
0.55,0.33,1,0.5,0.85,125993.0727
0.08,0,1,0.5,0.06,164864.4865
0.84,0.67,0.5,0,0.32,271131.696
0.73,1,1,0.5,0.18,272401.7092
0.5,1,0,0.5,0.66,214623.9275
0.55,0.33,0.5,0,0.2,270288.2488
0.35,0.33,1,1,0.38,263720.9017
0.65,0.67,0,0,0.45,343733.4613
1,0.33,0,1,0.65,386973.6452
0.62,0,0.5,0.5,0.7,232462.4527
0.55,0.67,0.5,0.5,0.77,246644.1789
0.54,1,0,1,0.92,136921.115
0.5,1,0,0.5,0.75,265746.5808
0.05,1,1,0,0,118967.6919
0.89,0.33,1,0,0.17,225775.6619
0.48,0.67,1,0,0.76,291978.295
0.51,0.33,1,1,0.61,261283.9964
0.23,0,1,1,0.75,240942.6385
0.61,0.67,0.5,1,0.93,216203.9181
0.46,0.33,1,0.5,0.68,132355.8167
0.11,1,1,1,0.97,228079.1135
0.24,1,1,0,0.11,148489.5122
0.22,0,0,1,0.59,150462.6418
0.17,0,1,0,0.9,226047.2322
0.28,0,0.5,0.5,0.89,115706.6153
0.82,1,0,1,0.54,270138.5971
0.66,0.33,0,0,0.51,200589.0288
0.64,1,1,0,0.35,258865.2603
0.88,1,0,1,0.46,296494.3701
0.18,1,1,0.5,0.49,122490.162
0.01,0.33,1,1,0.63,115202.9372
0.89,1,1,0.5,0.89,341637.3346
0.26,0,0.5,0,0.35,202351.3572
0.89,0,0,1,0.13,303105.4891
0.93,0,0,1,0.42,311183.9181
0.56,0,0,0,0.8,149038.0072
0.4,1,0,0.5,0.38,270736.4958
0.6,1,0,1,0.48,263493.2456
0.62,1,1,1,0.79,324176.9426
0.96,0,1,1,0.27,337269.8823
0.38,0.33,1,0.5,0.49,249808.3089
0.84,0.67,0.5,0,0.87,240370.0119
0.22,0.67,0.5,0,0.97,316311.3312
0.82,0.67,0.5,0,0.61,301656.1735
0.38,0.33,0.5,0.5,0.17,245823.7901
0.51,1,0,0.5,0.45,260271.792
0.67,0.67,0.5,0,0.69,223081.9974
0.26,0.67,0,1,0.62,133643.3552
0.52,1,0,0.5,0.76,235473.2569
0.4,0.67,0,0,0.69,152462.4993
0.17,1,1,0,0.72,255989.5046
0.89,0.67,1,1,0.65,326470.3364
0.13,1,0,1,0.59,218502.8588
0.25,0,0.5,0.5,0.13,202684.7731
0.45,0.33,0,0.5,0.66,159563.6275
0.08,0.67,1,0,0.94,167817.1467
0.75,1,0.5,0.5,0.76,328340.9622
0.43,0,1,1,0.58,206542.456
0.84,1,0.5,0.5,0.42,254673.6548
0.97,0.67,1,0.5,0.41,301490.2158
0.34,0.67,0,0.5,0.97,211224.0441
0.85,0.67,1,0.5,0.08,345220.8055
0.19,0.67,0.5,1,0.44,103848.3609
0.78,0.67,1,0.5,0.58,254537.2983
0.98,0,0.5,1,0.35,352850.7854
0.48,1,1,0.5,0.15,173719.7958
0.35,1,1,0,0.18,197888.1079
0.73,0.67,0,0.5,0.56,265276.146
0.82,1,0.5,1,0.59,338456.4114
0.65,0,0.5,1,0.41,260643.2185
0.93,0.67,0,0,0.11,304034.3857
0.8,0.33,1,0,0.27,287191.8106
0.72,0,0.5,1,0.94,270580.7139
0.6,0.67,0.5,1,0.34,252500.319
0.93,1,0.5,0.5,0.03,371294.7232
0.53,0,0,1,0.51,257401.5989
0.79,0.67,0,1,0.38,284904.8023
0.14,1,0.5,0,0.83,211770.317
0.2,1,1,1,0.83,286856.5217
0.01,0.67,1,0,0.27,175101.1149
0.82,0,0,0.5,0.96,261717.1541
0.66,0.67,1,0,0.1,192111.8457
0.96,0.67,0,0.5,1,287287.6099
0.64,0.67,0.5,0,0.44,255596.0405
0.25,0.67,0.5,0,0.32,288403.4882
0.38,0.67,0.5,0.5,0.34,185248.1657
0.02,1,0,1,0.27,209782.439
0.36,0.67,1,0,0.73,215865.8501
0.42,0,0.5,1,0.28,174158.9943
0.04,0.33,1,1,0.39,80169.25806
0.39,0.67,1,1,0.86,197440.8406
0.3,0,0,0.5,1,138311.8452
0.97,0.33,0,0,0.46,272553.041
0.48,0,1,0,0.65,150367.9726
0.81,1,1,1,0.58,267944.9275
0.51,1,0.5,0,0.11,192499.1385
0.21,0.33,0.5,1,0.49,154703.878
0.06,0.33,0.5,0.5,0.08,132670.1551
0.31,0.33,1,0.5,0.93,143155.4263
0.96,1,0,0,0.46,297645.455
0.61,1,1,1,0.77,246920.2648
0.41,0,0.5,0.5,0.51,230264.155
0.76,1,0.5,0,0.97,328545.8605
0.82,0.33,0,1,0.76,270556.7002
0.76,0.67,1,1,0.49,275162.445
0.55,0.67,0.5,0,0.13,185514.4835
0.21,0.33,0,1,0.56,149130.0897
0.7,1,0.5,0,0.7,214095.0543
0.72,0.33,0,0,0.06,290060.3012
0.36,1,1,0.5,0.51,149000.2886
0.65,0.67,0,0.5,0.79,267485.9013
0.51,0,1,0,0.39,190984.0085
0.38,1,1,1,0.77,329138.6056
0.34,0,0.5,0.5,0.42,216085.7816
0.71,0.67,1,1,0.72,298584.9525
0.95,0,0.5,0,0.17,295605.4559
0.23,0,0.5,0,0.39,220667.1374
0.46,0.33,1,1,0.8,224202.0858
0.1,0,0,0.5,0.38,103169.8308
0.37,0.67,1,0.5,0.42,241772.0661
0.86,1,1,0.5,0.65,305954.6495
0.56,0,0,0.5,0.9,152222.3212
0.79,1,0.5,1,0.83,239857.8712
0.49,0.33,0.5,0.5,0.41,284245.9416
0.5,0.67,1,1,0.94,214463.7133
0.05,0.67,0,0.5,1,172054.1111
0.84,1,0,0.5,0.75,233840.6934
0.33,0.67,0,1,0.89,240334.6245
0.61,0.33,0,1,0.15,143838.1454
0.88,1,1,1,0.15,231149.5345
0.02,0.67,1,0,0.77,57693.11513
0.9,0.33,0.5,1,0.25,314396.5661
0.7,0.33,0,0,0.49,269266.9776
0.86,0,1,1,0.18,246523.6998
0.77,0.67,1,1,0.04,192436.586
0.14,1,0,1,0.06,214298.2896
0.11,0,0,0,0.58,151148.942
0.43,1,0.5,0,0.83,241160.6364
0.44,0,0,0,0.51,211510.3411
0.91,0.33,0.5,1,0.42,230251.8348
0.65,0,0.5,1,0.79,228944.8623
0.95,0,0,0,0.72,272997.6016
0.03,0,0,0,0.59,71057.43729
0.3,0.67,1,1,0.76,138738.9011
0.95,0,0,0.5,0.11,306800.5025
0.36,0.33,0,0,0.72,221433.4259
0.68,1,0.5,1,0.73,260065.9184
0.2,0.67,0,0.5,0.45,193685.5175
0.35,0.33,1,0.5,0.01,253164.409
0.52,0.67,1,0,0.31,260611.245
0.09,1,0,1,0.21,191111.8036
0.82,1,0,1,0.66,236979.2652
0.2,1,0.5,0,0.04,142709.2132
0.22,0.67,0,0,0.34,90595.44336
0.63,0.67,0.5,1,0.94,232944.4192
0.97,1,0,0.5,0.93,208320.6549
0.04,1,0.5,0,0.54,170587.7009
0.13,0.33,1,1,0.3,185462.1006
0.23,1,0,0.5,0.83,119379.4066
0.91,0,0,0.5,0.49,304423.6713
0.36,0.67,0.5,0.5,0.68,240869.4072
0.37,0.33,0.5,0.5,0.45,212119.8415
0.7,0.67,0,0.5,0.25,201291.2716
0.79,1,0.5,1,0.99,283949.7947
0.43,0,0,1,0.07,237898.5328
0.76,1,1,0.5,0.38,218263.0783
0.7,0.67,0.5,1,0.9,222996.2008
0.07,0.33,0,1,0.18,148993.2512
0.44,0.67,1,1,0.15,239641.318
0.55,0.33,0,0,0.82,226598.7975
0.56,0,0,0.5,0.99,229393.3072
0.2,1,1,0.5,0.1,145356.129
0.52,1,0.5,1,0.13,218497.7985
0.47,0,1,1,0.97,111367.2386
0.45,0.67,0,1,0.66,205937.965
0.75,0,1,0,0.75,319363.7892
0.75,1,0,0,0.69,321563.4071
0.79,0.33,1,0.5,0.65,319101.4752
0.59,1,0.5,0.5,0.39,205614.3883
0.58,0.67,1,0,0.11,266521.9274
0.28,0.33,1,0,0.92,129901.8308
0.53,0.67,0.5,0,0.96,246504.0111
0.05,1,0,0.5,0.75,82999.51438
0.86,1,1,0.5,0.21,207232.5313
0.53,0.33,0,0.5,0.1,135032.7139
0.6,0.67,1,1,0.3,296655.1868
0.47,0.33,0.5,0.5,0.2,259611.2173
0.2,0.33,1,1,0.38,154224.8555
0.62,0.67,0,0.5,0.39,184167.6828
0.32,0.33,0,0.5,0.44,128511.6401
0.58,0,0.5,0.5,0.21,199376.2226
0.59,0.33,0,1,0.45,305463.2842
0.62,1,0.5,0,0.49,230947.2624
0.37,0.67,0.5,1,0.54,199698.2994
0.12,1,0,0.5,0.69,196146.7513
0.93,0,0,0,0.94,274487.713
0.33,0,0.5,1,0.18,185033.5073
0.38,0.33,0,0,0.54,222984.3723
0.29,1,0.5,1,0.99,208334.574
0.52,0.33,1,0,0.27,254289.7302
0.55,0.33,0,0.5,0.69,247007.8117
0.48,1,0,1,0.54,189607.3232
0.25,0,0.5,1,0.1,188387.2147
0.46,0,1,1,0.41,217927.1091
0.64,0,1,0,0.27,211264.2477
0.63,0.67,0,0.5,0.38,193911.8587
0.77,0.67,0.5,0.5,0.97,260737.6152
0.6,0.33,0.5,0.5,0.75,277508.1068
0.84,0.67,0,1,0.27,288139.644
0.6,0.67,1,1,0.31,310818.2997
0.08,1,0.5,0,0.54,144823.8783
0.71,0.33,0.5,1,0.46,216479.2312
0.47,0.33,0,0.5,0.3,208194.2387
0.4,1,0,1,0.79,253265.0377
0.32,0,1,0.5,0.65,244006.2115
0.61,1,1,0.5,0.24,186245.8283
0.77,0,0.5,0,0.1,273339.0777
0.01,0.33,0,0.5,0.85,145806.9779
0.59,0.33,0,0.5,0.41,132414.1776
0.72,0.67,0,0,0.68,380654.635
0.17,0.67,1,0.5,1,82162.27558
0.84,1,1,0,0.87,213976.8596
0.76,0.67,0.5,1,0.68,225675.3304
0.69,0.33,0,1,0.59,253719.6213
0.93,0.33,1,1,0.23,206099.4251
0.68,0,0,0.5,1,233693.1751
0.25,0.67,1,1,0.59,41630.73904
0.84,0,0,1,0.76,249052.4281
0.26,0.33,0.5,1,0.86,184231.2031
0.68,0.67,1,0,0.3,308213.883
0.11,0,1,0.5,0.23,57095.7206
0.66,0.33,0.5,0.5,0.94,182389.1946
0.58,0,0.5,0,0.27,217331.8816
0.91,0.67,0,0.5,0.39,350242.8684
0.55,0,1,0.5,0.63,289191.5055
0.64,0,0,1,0.18,243496.6582
0.72,0.33,0,1,0.42,208749.0633
0.91,0.67,0,0.5,0.42,267005.919
0.22,1,1,0,0.03,105488.0908
0.44,1,0.5,0,0.3,269844.1607
0.6,0,0,1,0.73,238840.5723
0.08,0.33,1,1,0.75,206852.1296
0.05,0.67,0,0.5,0.37,92241.80582
0.36,0.33,0.5,0,0.44,133711.2318
0.94,0.67,0.5,0,0.42,363943.3169
0.78,0.33,1,1,0.54,254325.5338
0.02,1,1,0,0.86,115580.6156
0.57,1,0.5,0,0.79,315570.8548
0.74,1,1,1,0.93,290504.4188
0.09,0.33,0.5,0,0.86,192190.8709
0.33,0.33,0,1,0.45,204042.4833
0.38,0,0.5,0,0.83,227730.1345
0.62,1,0,1,0.41,315812.0094
0.83,0,1,0.5,0.17,235355.1438
0.54,0.33,0,0,0.27,266445.0245
0.84,0.67,0.5,0,1,373582.458
0.24,1,1,0.5,0.1,146532.8736
0.23,1,1,0,0.28,141658.6807
0.41,1,0.5,1,0.17,311639.1474
0.45,1,1,0,0.41,200989.2947
0.69,1,0.5,0.5,0.68,284763.6398
0.98,0.33,0,1,0.8,229455.1042
0.51,1,0,1,0.63,253040.8346
0.19,1,1,0,0.01,153895.9379
1,0,0.5,0.5,0.25,340000.5337
0.17,0.67,0.5,0,0.37,154491.0061
0.09,1,0,0,0.08,194760.3606
0.25,0,0,0,0.69,206783.2537
0.61,0.33,1,0.5,0.73,253978.8048
0.77,0,0.5,1,0.56,234623.9359
0.7,1,1,0.5,0.15,177596.2016
0.72,0,1,0.5,0.23,244735.0645
0.41,0,1,1,1,236688.2718
0.46,0.33,0.5,0,0.77,205486.3072
0.47,0,0,0,0.28,214957.65
0.57,0.33,0.5,0.5,0.18,232001.81
0.07,0.33,0.5,0.5,0.3,31141.66118
0.03,0,0.5,1,0.11,118092.0022
0.79,1,1,0.5,0.07,295625.1347
0.34,0.67,1,0,0.39,178076.6192
0.34,0,0.5,1,0.61,195992.0248
0.09,0,1,0,0.21,48426.56953
0.93,0,1,0,0.61,237828.087
0.41,0.67,0,1,0.39,224581.6795
0.59,0.67,0.5,1,0.28,240740.1878
0.04,0.33,0.5,0,0.92,195945.2271
0.44,0.67,1,1,1,249861.1461
0.62,0.67,0.5,1,0.49,326922.005
0.1,0,0.5,0.5,0.03,206065.5832
0.38,0.33,0.5,0.5,0.79,212178.7212
0.63,1,0.5,0,0.68,316517.3002
0.85,0.33,1,0,0.56,240508.8367
0.63,0.67,0,1,0.69,279073.864
0.84,0.67,1,1,0.18,244530.016
0.78,0,0,0.5,0.31,354766.5625
0.73,1,0.5,1,0.92,276540.4343
0.71,1,0.5,0,0.55,269753.636
0.02,1,0.5,0.5,0.28,92737.39911
0.63,0.67,0.5,0,0.59,90256.53135
0.66,0.67,0.5,0,0.63,256324.2314
0.77,0.33,0.5,0,0.66,215428.4397
0.58,0.67,0.5,0,0.96,349937.8305
0.72,1,0,0,0.41,270658.2007
0.77,1,1,0.5,0.55,341876.2465
0.7,1,0.5,0,0.58,333079.8091
0.79,0,0.5,0,0.32,352650.3372
0.95,0.33,0.5,0,0.82,384570.0093
0.64,0.33,0,0,0.9,295735.1483
0.33,0.67,0.5,1,0.75,195194.7001
0.24,0,1,0.5,0.82,95133.30811
0.99,0.33,0,0.5,0.83,299964.9161
0.49,0,0,1,0.52,197931.9728
0.52,0,0.5,0,0.01,234129.6807
0.68,0.67,0,0.5,0.9,352243.8437
0.37,0,0.5,0,0.1,195768.7658
0.39,0.33,1,1,0.14,189727.3846
0.48,0.67,1,0.5,0.58,235663.8438
0.18,0.33,0,0.5,0.76,82170.73833
0.49,0,0,0,0.56,238246.3746
0.72,0,0.5,1,0.03,209647.4475
0.33,1,0,0.5,0.14,204634.1488
0.19,0.67,1,0,0.83,121797.3579
0.52,0.67,0,0,0.13,232913.7787
0.57,1,1,0,0.15,260744.7749
0.69,0.33,0.5,0,0.94,295669.2145
0.34,0.33,1,1,0,222874.7259
0.04,0,0,0.5,0.55,169571.7065
0.84,0.67,1,0,0.54,301400.8762
0.35,0,1,1,0.21,146521.3089
0.67,1,0,0.5,0.34,239841.0992
0.6,0,0.5,0.5,0.38,250995.7481
0.27,0.33,1,0,0.59,230483.4878
0.37,0.33,0,0.5,0.08,219340.6906
0.43,1,1,0,0.39,271113.4179
0.02,0.33,1,1,0.87,154006.6036
0.37,1,1,0.5,0.14,208431.5694
0.86,0.67,0.5,0,0,312734.6629
0.97,1,1,1,0.38,342149.8424
0.25,1,0,0,0.63,198493.3216
0.48,1,0,0.5,0.03,256779.9117
0.58,0.33,1,1,0.18,233297.0962
0.61,0.67,0.5,0.5,0.54,267938.9424
0.46,0,0,0.5,0.34,210799.6589
0.87,0.67,0.5,0,0.48,373797.1323
0.23,0.33,0.5,0,0.41,128689.3647
0.37,0.67,0,1,0.55,149708.5314
0.38,0.67,0,0,0.14,167144.4374
0.46,1,0.5,1,0.92,180984.9797
0.45,1,1,0.5,0.54,207714.8484
0.79,0.33,0.5,0.5,0.38,226302.5261
0.79,1,0,0.5,0.89,341995.9982
0.64,0.33,0.5,0.5,0.03,261788.2303
0.19,0,0,1,0.07,169312.4952
0.81,0.67,1,1,0.49,246554.2549
0.44,0,1,0.5,0.03,218620.4392
0.13,0,1,0,0.27,152644.9079
0.35,0.67,1,0.5,0.97,79441.72986
0.92,1,1,1,0.79,251681.7532
0.97,0,0,0,0.72,270128.2948
0.22,0.67,0.5,0.5,0.11,207723.0893
0,0,1,0.5,0.94,100701.1998
0.41,0,0,1,0.97,236683.2894
0.4,0.67,0.5,1,0.69,234486.0124
0.63,1,0.5,1,0.07,165566.9689
0.64,0.33,1,1,0.59,286489.7196
0.44,0.67,1,0,0.77,177401.4627
0.51,0.33,0.5,0,0.23,249908.6285
0.57,0.67,0.5,1,0.44,161743.4268
0.51,0.67,0,0,0.14,187143.6844
0.91,0.33,1,0.5,0.35,247402.51
0.19,0.33,0.5,0,0.24,155358.8252
0.54,1,0.5,0.5,0.41,279165.0372
0.07,0.67,1,1,0.89,89762.97208
0.11,0.67,0,0.5,0.44,181760.1201
0.63,0.67,0,1,0.79,244215.915
0.09,1,1,1,0.86,245337.7602
0.9,0.33,0,1,0.08,303158.5657
0.43,0.67,0,0,0.06,156793.6423
0.65,0.33,0,0.5,0.97,290483.5992
0.03,1,0.5,0,0.18,94671.10673
0.62,0,0.5,1,0.63,194460.4233
0.94,0.33,0,0,0.15,282958.5553
0.41,1,1,1,0.69,203993.7393
0.4,0,1,0.5,0.56,205849.0281
0.34,0.67,1,1,0.1,149216.2595
0.74,0.67,0,1,0.03,246342.1789
0.98,0.33,1,0,0.72,289062.4435
0.82,0,0.5,1,0.14,296127.9757
0.05,1,1,0.5,0.66,97422.08369
0.56,0.67,1,0.5,0.15,163521.6964
0.26,0.67,0.5,1,0.7,122252.2819
0.19,0,0.5,0.5,0.04,133770.9307
0.2,1,0,1,0.23,184800.9521
0.41,0.67,0,1,0.39,251020.9433
0.26,0.67,0,0.5,0.31,115263.6406
0.24,0.33,0,0,0.86,90949.32581
0.35,1,0,1,0.15,189782.1234
0.94,0.67,0.5,0,0.66,280071.5049
0.83,0,0.5,0,0.45,258006.4645
0.95,0.67,0.5,1,0.17,386754.0319
0.39,1,1,0.5,0.52,146603.6578
0.73,0.33,1,1,0.69,259605.931
0.52,0.67,1,0.5,0.15,259302.2278
0.5,0,0,1,0.35,172698.9227
0.79,0.67,1,0,0.9,339031.5397
0.34,0,0,1,0.03,255611.7275
0.36,1,0,0.5,0.1,192246.8559
0.74,0.33,0,0.5,0.41,345003.4976
0.04,1,0,1,0.59,142633.8501
0.58,0.67,1,0.5,0.18,195356.4527
0.55,0.67,0.5,1,0.23,279338.9778
0.55,0.33,0,0,0.99,176065.2208
0.23,0,1,1,0.55,102686.5125
0.95,1,0,1,0.92,357084.8621
0,0,0,0.5,0.1,77593.87759
0.03,0.67,0.5,1,0.07,218059.0327
0.34,0,0,0,0.24,97481.12166
0.36,1,0.5,0,0.92,251997.9172
0.9,0,1,1,0.01,291568.3442
0.73,0.67,0,0.5,0.83,164581.1036
0.22,1,0.5,0,0.03,232049.1635
0.44,0,0,1,0.08,153154.0548
0.24,0,0,1,0.65,40231.17454
0.91,1,0,0,0.41,400579.3722
0.02,0.67,0.5,0.5,0.48,171695.7859
0.69,1,1,1,0.82,255858.326
0.05,0.67,0.5,0,0.86,198666.6614
0.55,0,1,1,0.65,232521.0726
0.79,1,0.5,0,0.23,296498.539
0.08,0.67,0.5,1,0.73,220953.7614
0.12,1,1,0.5,0.45,177511.568
0.34,0,1,0.5,0.87,243821.2869
0.22,1,1,0,0.58,152095.5908
0.06,0,0.5,1,0.66,62277.05246
0.39,0,1,0.5,0.86,182285.0474
0.96,0,0,0,0.08,339183.5221
0.66,0.67,0,0.5,0.76,335253.9925
0.13,0.67,0,0.5,0.52,157519.0966
0.99,0.33,0,1,0.96,424502.0676
0.54,0.67,1,1,0.54,202779.7546
0.12,0.33,1,0.5,0.39,106521.1347
0.19,1,0,0.5,0.39,178038.7173
0.49,0,1,0.5,0.76,233632.7683
0.88,0.67,0,0.5,0.83,286469.3746
0.38,0,0.5,0,0.92,173138.793
0.92,0.33,1,0,0.04,273489.4263
0.2,0.67,0.5,0.5,0.27,205885.8809
0.31,0.67,1,1,0.7,200613.407
0.38,0.67,1,1,0.97,227038.9841
0.66,0.67,1,0,0.76,141390.5479
0.46,0,0.5,0.5,0.63,267982.4736
0.62,0.67,0.5,1,0.65,207817.7
0.63,0.33,0,0.5,0.97,309843.4982
0.43,0.67,0.5,0,0.18,151088.1312
0.97,0.33,0.5,0,0.06,251312.0636
0.29,0.33,0,1,0.44,153390.6597
0.04,0,0.5,0.5,0.58,145292.9662
0.22,0.67,0.5,0,0.55,227151.0926
0.05,0.33,0,1,0.27,119347.7218
0.72,0.67,0.5,0.5,0.62,240111.0138
0.86,0,0,0.5,0.15,349505.4323
0.38,0,1,0,0.56,182273.603
0.37,0.67,1,1,0.13,192126.8828
0.4,0.33,0.5,0.5,0.01,249793.7963
0.66,1,1,1,0.77,297511.5523
0.05,1,0.5,0.5,0.21,177698.1915
0.94,0,0,0.5,0.62,351221.3195
0.4,0.33,0,0.5,0.65,145554.8089
0.68,1,0,1,0.56,276729.5247
0.43,0.33,1,0,0.61,169985.3277
0.22,0.67,0,0.5,0.99,131335.8406
0.22,0,0,0,0.8,204761.004
0.67,0.67,0.5,0.5,0.76,316339.4136
0.12,0.67,0.5,0,0.34,273099.8533
0.08,0.67,0.5,1,0.15,146864.0337
0.75,0.33,0.5,0.5,0.24,206789.4452
0.49,1,0,0.5,0.9,269940.1613
0.68,0.67,0.5,0,0.75,223537.9922
0.51,0,1,0,0.89,196595.6766
0.27,0.33,1,0,0.87,224318.8108
0.38,1,1,1,0.2,203716.1351
0.56,0.67,0.5,0.5,0.96,266474.7697
0.79,0,0,1,0.07,277634.1844
0.04,0.67,0.5,1,0.39,170586.8613
0.07,1,1,0,0.35,134815.3595
0.4,1,0.5,0,0,151337.7333
0.45,0.67,1,0.5,0.39,276208.0402
0.07,0.67,0,0.5,0.2,108678.2042
0.09,0.33,0,0.5,0.63,162682.1164
0.71,1,0,0,0.89,291911.7852
0.68,1,0,0,0.51,259199.8998
0.39,0.67,0,1,0.76,207482.8857
0.77,0,0.5,0.5,0.77,274383.1438
0.94,0.67,0,1,0.23,192842.6457
0.49,0.67,0.5,0.5,1,233248.5383
0.03,1,1,0.5,0.79,161092.3915
0.27,0.33,1,0.5,0.3,235129.0153
0.9,0.67,0,1,0.08,233716.4286
0.03,0,0.5,1,0.03,146607.1892
0.74,0,0,1,0.75,198600.8868
0.1,0.67,1,0,0.77,216805.1691
0.06,0,0.5,0,0.89,105204.6554
0.89,0,1,1,0.11,332358.6533
0.02,0.67,0.5,0,0.69,201918.8625
0.89,0,1,0,0.99,290506.1967
1,0,0,1,0.79,280134.6154
0.95,0.67,0,0.5,0.1,303339.8006
0.06,1,0,0,0.73,200784.7141
0.38,0.33,1,1,0.48,242093.5662
0.84,0.33,1,0.5,0.68,333760.3977
0.6,1,1,0,0.32,338611.3582
0.42,0.67,0,1,0.08,204116.3786
0.05,1,1,0.5,0.55,150610.5298
1,0.33,1,0,0.7,351976.5748
0.7,0.33,0,1,0.49,188577.0633
0.97,0.33,1,1,0.46,373813.1557
0.77,0.33,0.5,0,0.73,240045.8146
0.45,0.67,1,1,0.93,232981.9149
0.18,0.33,0,0.5,0.45,192126.7211
0.45,0.33,0.5,1,0.92,183344.2437
0.86,0.67,0,0,0.75,250253.1185
0.14,1,0,0.5,0.9,156414.8938
0.61,0.67,0,1,0.96,276382.0311
0.94,0.33,0.5,1,0.55,343806.6146
0.61,0,0.5,0.5,0.89,249691.3945
0.33,0.67,0,0.5,0.13,139810.7598
0.05,0.67,1,0,0.18,82690.011
0.34,1,0.5,1,0.7,238757.9039
0.98,0.33,0,0.5,0,321467.9752
0.03,0,1,1,0.34,169940.9504
0.32,0.67,0,1,0.3,175580.2569
0.54,0.67,0.5,1,0.49,230989.2472
0.71,0.67,0.5,0,0.37,279755.3596
0.91,0,1,1,0.28,362904.4722
0.51,0.67,0.5,0,0.42,268956.672
0.74,0.67,0,1,0.07,231954.8072
0.3,0,0,0,0.72,179761.436
0.34,0.67,1,0,0.1,233796.1321
0.93,0,1,1,0.86,362553.0598
0.27,1,1,0,0.13,323573.6463
0.71,0,1,0,0.99,217368.5185
0.42,1,0,0,0.55,246895.8973
0.77,0,0,1,0.48,313418.6881
0.32,0.33,0,0.5,0.35,212913.1865
0.12,0.67,0,0.5,1,156627.3542
0.26,1,1,1,0.89,175489.8932
0.17,0.67,0.5,0,0.04,164341.1022
0.53,0.67,0,1,0.99,246798.2604
0.27,0,0.5,0.5,0.04,189422.266
0.98,0.33,1,0.5,0.21,379492.5664
0.55,0,1,0,0.17,236619.5378
0.88,0.67,0.5,1,0.69,326789.9498
0.92,0,1,0.5,0.93,368704.6269
0.97,1,0.5,1,0.44,355324.4786
0.55,0.33,0,0.5,0.03,286598.8008
0.4,0.67,1,0.5,0.52,208823.7014
0.12,0,1,0.5,0.93,144806.3152
0.02,1,0.5,1,0.54,24201.6307
0.57,0.33,0.5,1,0.79,255121.8291
0.11,0,0.5,0,0.76,83400.59453
0.12,0,0.5,1,0.37,107985.1033
0.54,0.67,0.5,1,0.21,300957.7899
0.17,1,1,0.5,0.04,229106.9832
0.05,0.33,0.5,0,0.69,145544.5536
0.42,0,0,0,0.63,219525.3673
0.02,0.33,0.5,1,0.58,169713.5251
0.8,1,1,1,0.68,340109.2967
0.17,0.67,0,1,0.61,132485.8522
0.52,0.67,1,1,0.44,261852.5393
0.4,0.67,0.5,1,1,167341.431
0.64,0.33,1,0,0.63,279972.3849
0,0.33,1,0,0.99,104862.8038
0.31,0,0.5,0,0.51,181002.398
0.95,1,1,0.5,0.01,291217.4185
0.64,1,1,0.5,0.93,280634.179
0.86,1,1,1,0.96,280526.4042
0.36,0.33,0,0.5,0.87,322761.7216
0.15,0.67,1,0,0.14,117527.3133
0.32,1,0.5,1,0.24,272001.0563
0.03,0,0.5,0.5,0.68,128967.4181
0.36,0.33,1,0,0.18,206785.9408
0.26,0.67,0.5,1,0.3,220914.5333
0.24,1,0,1,0.3,134308.114
0.01,0.67,0.5,0,0.34,190994.4172
0.04,0,0.5,0,0.21,132371.3343
0.62,1,1,0.5,0.54,155708.8798
0.7,1,0,0,0.41,286223.4396
0.18,0.67,0,0,0.28,163351.0783
0.33,0.33,0.5,0,1,175376.2716
0.26,0.67,0.5,1,0.59,179134.0511
0.35,0,1,0,0.85,276522.3217
0.67,0.67,1,0,0.25,305260.835
0.44,0.67,0,1,0.27,149464.8742
0.52,1,1,1,0.65,163185.2062
0.51,0.33,0,1,0.32,202966.6409
0.82,0.33,0,1,0.89,359020.0994
0.46,0.33,0.5,1,0.27,270285.2388
0.37,0.33,0,0,0.9,153530.473
0.18,0.67,0,0,0.99,120080.0511
0.89,1,0,0.5,0.34,319107.7939
0.77,1,0,0,0.79,278897.6645
0.65,0.33,0.5,1,0.45,173934.8324
0.76,0.67,1,0,0.85,274377.3599
0.4,0.33,1,0,0.61,158850.1245
0.37,0.33,0,0.5,0.85,133936.1418
0.95,1,1,1,0.65,287991.1882
0.52,1,1,0,0.44,174033.065
0.61,0.33,0,0.5,0.04,236900.2616
0.83,0.67,0,0,0.9,234263.2942
0.24,0.33,1,0,0.41,160660.3926
0.01,1,0.5,0,0.01,146631.5582
0.36,1,1,0.5,0.66,243336.4403
0.53,0.67,0,0,0.07,215906.9596
0.99,0.33,1,0,0.93,401985.2877
